요리명,탄수화물(g/100g),단백질(g/100g),지방(g/100g),코멘트
훈제오리볶음밥죽,24.7,17.4,3.7,"""훈제오리볶음밥죽 

훈제오리는 양질의 단백질을 제공하지만, 오리고기는 지방 함량이 높은 편입니다. 특히 피부에 포화지방이 많으니 제거하는 것이 좋습니다. 볶음밥+죽 형태는 정제된 탄수화물이 과도하게 포함되어 혈당 상승을 촉진합니다. 다이어트 중이라면 흰쌀 대신 현미나 귀리를 사용하고, 식물성 지방과 채소를 풍부하게 추가하세요. 또한 간장이나 소스에 첨가당이 포함되어 있을 수 있으니 양을 제한하는 것이 좋습니다."""
계란두부덮밥구이,16.4,16.7,6.8,"""계란두부덮밥구이

단백질 함량이 높은 두부와 계란은 다이어트에 좋은 식재료입니다. 포만감을 주면서 필수 아미노산을 제공하죠. 하지만 흰 쌀밥 기반이라 혈당 상승이 빠를 수 있습니다. 현미나 귀리로 대체하거나 양을 줄이는 것이 좋습니다. 소스나 간장에 당분이 들어있을 수 있으니 저염 간장이나 직접 만든 소스로 대체하세요. 구이라면 기름 사용량에 주의하고, 야채를 충분히 곁들여 식이섬유를 보충하는 것이 좋습니다."""
청경채버섯볶음구이,30.3,15.2,10.1,"""청경채버섯볶음구이, ""저칼로리 고식이섬유 요리로 다이어트에 매우 적합합니다. 청경채는 비타민 A, C, K가 풍부하고, 버섯은 단백질과 식이섬유가 좋습니다. 지방 함량이 낮고 탄수화물도 적어 혈당 상승이 완만합니다. 볶을 때 사용하는 기름은 최소화하고 올리브유나 들기름을 소량만 사용하세요. 단백질 보충을 위해 두부나 닭가슴살을 곁들이면 완전한 한 끼 식사로도 손색없습니다. 저녁 식사나 간식으로 이상적인 선택입니다."""
표고버섯덮밥스프,10.8,12.1,13.5,"""표고버섯덮밥스프

표고버섯은 저칼로리 고단백 식품으로 다이어트에 좋지만, 흰 쌀밥 기반이라 혈당 급상승을 유발할 수 있습니다. 현미나 귀리로 대체하면 혈당 조절에 도움이 됩니다. 스프 베이스가 크림이나 버터 기반이라면 포화지방이 높을 수 있으니, 저지방 우유나 두유로 만드는 것이 좋습니다. 나트륨 함량에 주의하고, 다양한 채소를 추가해 영양소 밸런스를 맞추세요. 식이섬유가 풍부해 포만감을 주는 장점이 있습니다."""
에그포테이토샐러드,17.6,7,5.3,"""에그포테이토샐러드

단백질이 풍부한 계란과 탄수화물이 높은 감자의 조합이 특징적인 요리입니다. 다만 마요네즈가 주로 사용되어 포화지방과 칼로리가 높을 수 있습니다. 다이어트 중이라면 일반 마요네즈 대신 그릭요거트나 저지방 마요네즈로 대체하고, 감자의 양을 줄이거나 고구마로 바꿔보세요. 채소(셀러리, 양파 등)를 풍성하게 넣어 식이섬유를 보충하고, 허브나 머스타드로 맛을 내면 칼로리를 낮추면서도 포만감을 유지할 수 있습니다."""
토마토계란볶음밥정식,35.5,13.8,13.9,"""토마토계란볶음밥정식

토마토계란볶음밥은 단백질(계란)과 비타민(토마토)이 좋은 조합이지만, 흰쌀밥 기반이라 혈당 상승이 빠른 편입니다. 토마토의 리코펜은 건강에 유익하나, 볶음밥 조리 과정에서 기름이 많이 사용될 수 있어 칼로리가 높아질 수 있습니다. 다이어트 중이라면 현미로 대체하고, 기름 사용량을 줄이며, 계란 노른자는 반으로 줄이는 것이 좋습니다. 정식 메뉴의 경우 반찬 종류에 따라 나트륨 함량이 높을 수 있으니 주의하세요."""
시금치계란볶음,35.1,18.3,3.1,"""시금치계란볶음, ""단백질과 철분의 훌륭한 조합입니다. 계란은 양질의 단백질 공급원이며, 시금치는 식이섬유와 비타민이 풍부해 포만감을 높여줍니다. 다만 조리 시 기름 사용량에 주의하세요. 올리브오일이나 아보카도오일 같은 건강한 지방을 소량만 사용하고, 소금보다는 허브로 간을 하면 나트륨 섭취를 줄일 수 있습니다. 다이어트 시 이상적인 식품 조합이지만, 튀기지 말고 가볍게 볶아 지방 섭취를 최소화하세요."""
양송이스프정식,25.5,15.7,3.1,"""양송이스프정식""

양송이스프는 버섯의 식이섬유가 포만감을 주고 칼로리가 낮지만, 일반적으로 생크림이나 버터가 들어가 포화지방이 높습니다. 정식 구성에 흰 쌀밥이 포함되어 있다면 혈당 상승을 유발할 수 있어요. 다이어트 중이라면 크림 대신 우유나 두유로 만든 저지방 버전을 선택하고, 흰 쌀밥은 현미로 대체하세요. 사이드 메뉴로 채소 위주의 반찬을 더해 식이섬유를 보충하고, 단백질 공급을 위해 저지방 육류나 생선을 곁들이는 것이 좋습니다."""
콩나물불고기덮밥정식,18.2,18.5,12.9,"""콩나물불고기덮밥정식

단백질이 풍부한 불고기와 식이섬유가 많은 콩나물이 장점이지만, 흰 쌀밥 기반이라 혈당 상승이 빠를 수 있습니다. 불고기 양념에 당분과 포화지방이 높으니 소스 양을 조절하세요. 다이어트 중이라면 현미밥으로 대체하고, 불고기는 기름기 적은 부위로 선택하세요. 콩나물은 칼로리가 낮고 포만감을 주어 좋은 식재료입니다. 정식에 포함된 반찬들은 간이 센 경우가 많으니 양을 조절하여 섭취하는 것이 좋습니다."""
찹스테이크덮밥정식,23.1,10.7,10.5,"""찹스테이크덮밥정식""은 쇠고기와 채소를 간장 소스에 볶아 밥 위에 올린 요리입니다. 단백질 함량은 높지만, 흰 쌀밥의 정제된 탄수화물과 고기 볶음 시 사용되는 기름, 달콤한 소스의 첨가당이 문제가 될 수 있습니다. 다이어트 중이라면 밥 양을 줄이거나 현미로 대체하고, 고기는 기름기 적은 부위를 선택하세요. 소스는 저당 버전으로 요청하거나 직접 간을 하는 것이 좋습니다. 식사 전 채소 반찬을 먼저 섭취하여 포만감을 높이는 것도 도움이 됩니다."""
치즈버섯볶음,32.5,7.9,12.9,"""치즈버섯볶음

영양적으로 버섯은 식이섬유가 풍부하고 저칼로리 식품이지만, 치즈는 포화지방과 나트륨 함량이 높습니다. 치즈의 단백질은 좋은 영양소이나, 지방 함량이 다이어트에 부담될 수 있어요. 모짜렐라나 페타 등 저지방 치즈로 대체하고 양을 조절하세요. 버섯의 종류를 다양화하면 식감과 영양소를 풍부하게 즐길 수 있으며, 기름 대신 올리브 오일이나 레몬즙을 활용해 칼로리를 낮추는 것이 좋습니다."""
닭다리살찜정식,31.8,18.3,5.7,"""닭다리살찜정식""은 단백질이 풍부한 닭다리살을 주재료로 하여 영양가는 높지만, 다리살은 가슴살보다 지방 함량이 높습니다. 찜 조리법은 튀김보다 건강하나, 양념에 첨가당과 나트륨이 많을 수 있어 주의가 필요합니다. 정식 구성의 흰 쌀밥은 혈당 상승을 유발할 수 있으니 현미로 대체하고, 반찬의 당분과 나트륨 함량을 확인하세요. 다이어트 중이라면 닭 껍질을 제거하고 양념을 반으로 줄이며, 채소 반찬 비중을 높이는 것이 좋습니다."""
삼겹살숙주볶음,39,7.7,7.4,"""삼겹살숙주볶음""은 단백질이 풍부하지만 삼겹살의 포화지방과 콜레스테롤 함량이 높습니다. 숙주는 저칼로리 식재료로 식이섬유가 풍부해 포만감을 주는 장점이 있습니다. 다이어트 중이라면 삼겹살 대신 지방 함량이 낮은 돼지 앞다리살이나 닭가슴살로 대체하고, 기름을 최소화하세요. 간장 기반 양념을 사용하되 설탕이 들어간 양념은 줄이는 것이 좋습니다. 매끼 식사의 1/4 정도로 제한하고 다양한 채소를 곁들이면 더 균형 잡힌 식사가 됩니다."""
닭가슴살로제파스타,27.7,6.5,7,"""닭가슴살로제파스타, **닭가슴살로제파스타**, ""단백질이 풍부한 닭가슴살은 다이어트에 좋지만, 로제소스는 크림과 토마토소스를 혼합해 지방과 나트륨 함량이 높습니다. 파스타는 정제된 탄수화물로 혈당을 빠르게 올릴 수 있어요. 개선방안으로 통밀 파스타로 대체하고, 크림 양을 줄이거나 저지방 우유+토마토소스로 만들어보세요. 치즈 토핑은 최소화하고 다양한 채소를 추가하면 포만감은 높이고 칼로리는 낮출 수 있습니다."""
브로콜리닭가슴살볶음정식,38.9,18.3,10.4,"""브로콜리닭가슴살볶음정식""은 다이어트에 매우 적합한 메뉴입니다. 닭가슴살은 저지방 고단백 식품으로 포만감을 유지하며 근육 회복에 도움이 됩니다. 브로콜리는 식이섬유가 풍부해 소화를 돕고 항산화 성분이 풍부합니다. 다만 '정식'이라면 흰 쌀밥이 포함될 수 있으니 현미나 잡곡으로 대체하는 것이 좋습니다. 볶음 소스에 당분이나 나트륨이 높을 수 있으니 간장 기반의 저당 소스를 선택하고, 기름 사용량도 최소화하세요. 전반적으로 균형 잡힌 식사로 체중 관리와 영양 섭취에 좋은 선택입니다."""
양송이스튜,15.3,14.4,15,"""양송이스튜

양송이버섯은 저칼로리 고영양 식품으로 다이어트에 좋은 선택입니다. 단백질과 식이섬유가 풍부하고 포만감을 주어 과식 방지에 도움이 됩니다. 다만 스튜 베이스에 따라 영양가가 달라지니 주의하세요. 크림 베이스는 포화지방이 높으므로 저지방 우유나 두유로 대체하는 것이 좋습니다. 시판 스튜 소스는 첨가당과 나트륨이 높을 수 있으니 직접 만들거나 라벨을 확인하세요. 단백질 보충을 위해 닭가슴살이나 두부를 추가하면 더 균형 잡힌 식사가 됩니다."""
참치파프리카볶음정식,15.3,15.1,12.5,"""참치파프리카볶음정식

참치는 고품질 단백질이 풍부하고 파프리카는 비타민C와 항산화물질이 풍부한 훌륭한 조합입니다. 그러나 정식 구성에 포함된 흰 쌀밥은 혈당을 빠르게 올릴 수 있어 현미로 대체하는 것이 좋습니다. 기름에 볶는 조리법이 사용되므로 과도한 식용유 사용에 주의하세요. 참치는 통조림 제품이라면 나트륨 함량이 높을 수 있으니 물에 한번 헹궈 사용하는 것이 좋습니다. 다이어트 중이라면 밥 양을 줄이고 파프리카와 같은 채소 비중을 높이는 것이 도움됩니다."""
야채오믈렛정식,30.8,8.3,10.7,"""야채오믈렛정식, ""단백질이 풍부한 계란과 식이섬유가 많은 야채가 조합된 균형 잡힌 메뉴입니다. 그러나 정식에 포함된 흰 쌀밥은 혈당을 빠르게 올릴 수 있으니 현미로 대체하거나 양을 줄이는 것이 좋습니다. 오믈렛에 들어가는 치즈나 마요네즈는 포화지방과 칼로리를 높이므로 저지방 치즈를 사용하거나 양을 조절하세요. 부찬으로 나오는 김치나 나물 반찬을 충분히 섭취하면 포만감을 높이면서 칼로리는 낮출 수 있습니다."""
김치오믈렛볶음,35,15,3.6,"""김치오믈렛볶음

단백질이 풍부한 계란 베이스 요리지만, 일반적으로 사용되는 기름과 간혹 첨가하는 설탕이 칼로리를 높일 수 있습니다. 김치는 프로바이오틱스가 풍부하고 대사 촉진에 도움이 되지만, 발효 과정에서 첨가된 당분을 주의하세요. 다이어트 중이라면 오일 스프레이를 사용하고, 치즈 토핑은 저지방 치즈로 대체하세요. 식이섬유 보충을 위해 파프리카나 시금치 같은 채소를 추가하면 포만감을 높이면서 영양가를 올릴 수 있습니다."""
연근조림죽,18,14.4,8.3,"""연근조림죽

연근조림죽은 섬유질이 풍부한 연근과 흰쌀 기반의 죽으로, 소화가 잘되는 음식입니다. 하지만 정제된 백미가 주 탄수화물원이라 당지수가 높고, 조림 양념에 설탕이나 물엿이 포함되어 있다면 첨가당 섭취량이 증가할 수 있습니다. 다이어트 중이라면 백미 대신 현미나 귀리를 사용하고, 단백질 보충을 위해 닭가슴살이나 두부를 추가하세요. 또한 양념은 저당 버전으로 대체하거나 양을 줄이는 것이 좋습니다. 포만감은 좋지만 영양균형을 위해 채소를 함께 섭취하세요."""
버섯구이전골,18.3,10.9,2,"""버섯구이전골

버섯은 저칼로리 고영양 식품으로 다이어트에 매우 적합합니다. 식이섬유가 풍부해 포만감을 주고, 콜레스테롤과 지방이 거의 없습니다. 다만 국물에 들어가는 간장이나 다시다에 나트륨이 높을 수 있으니 양을 조절하세요. 육수는 가급적 화학조미료 없이 자연 재료로 만들고, 고기가 들어간다면 기름기 적은 부위를 선택하세요. 전분을 사용한 걸쭉한 소스는 피하는 것이 좋습니다. 단백질 보충을 위해 두부를 함께 넣는 것도 추천합니다."""
애호박볶음덮밥,18.7,8.7,14.4,"""애호박볶음덮밥

균형 잡힌 식사지만 흰 쌀밥 기반이라 혈당 상승이 빠를 수 있습니다. 현미나 잡곡으로 대체하면 식이섬유 섭취에 좋습니다. 애호박은 저칼로리 식재료로 다이어트에 적합하나, 볶음 과정에서 사용되는 기름과 간장, 설탕 함량에 주의하세요. 단백질 보충을 위해 닭가슴살이나 두부를 추가하고, 참기름보다는 올리브오일을 사용하면 건강한 지방 섭취에 도움이 됩니다. 소스는 설탕 대신 양파나 배즙으로 단맛을 내는 것이 좋습니다."""
